878,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:02:37,7313,
881,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:02:47,7482,
884,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:02:57,6472,
887,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:03:07,6419,
890,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:03:17,6606,
893,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:03:27,6948,
896,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:03:37,7492,
899,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:03:47,7747,
902,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:03:57,7774,
905,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:04:07,7984,
908,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:04:17,7969,
911,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:04:27,7806,
914,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:04:37,7784,
917,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:04:47,7734,
920,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:04:57,7739,
923,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:05:07,7661,
926,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:05:17,7997,
929,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:05:27,8143,
932,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:05:37,8302,
935,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:05:47,8447,
938,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:05:57,8744,
941,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:06:07,8503,
944,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:06:17,8477,
947,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:06:27,8472,
950,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:06:37,8378,
953,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:06:47,8386,
956,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:06:57,8096,
959,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:07:07,8285,
962,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:07:17,8279,
965,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:07:27,8350,
968,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:07:37,8542,
971,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:07:47,8751,
974,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:07:57,9046,
977,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:08:07,9198,
980,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:08:17,9544,
983,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:08:27,9179,
986,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:08:37,8472,
989,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:08:47,8402,
992,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:08:57,8094,
995,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:09:07,7830,
998,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:09:17,8192,
1001,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:09:27,8013,
1004,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:09:37,7849,
1007,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:09:47,7884,
1010,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:09:57,8072,
1013,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:10:07,7993,
1016,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:10:17,7927,
1019,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:10:27,8069,
1022,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:10:37,7999,
1025,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:10:47,7805,
1028,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:10:57,7891,
1031,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:11:07,7992,
1034,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:11:17,8031,
1037,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:11:27,7935,
1040,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:11:37,7777,
1043,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:11:47,8012,
1046,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:11:57,7891,
1049,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:12:07,7745,
1052,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:12:17,7738,
1055,3,1AFD3201-5C66-4F98-A201-B778A7FF0912,2025-11-22 20:12:27,7711,
